river,n_cell,value,sd,measure,buffer,year,source
Nishibetsu,96,14.079688,3.916858,sst,30km,1999,avhrr
Onnebetsu,103,12.691748,4.054824,sst,30km,1999,avhrr
Okushibetsu,19,9.935527,1.404675,sst,30km,1999,avhrr
Yamubetsu,35,11.464286,2.633414,sst,30km,1999,avhrr
Horonai,87,16.158621,6.570642,sst,30km,1999,avhrr
Shimonaefutoro,103,14.709466,6.672105,sst,30km,1999,avhrr
Masuhoro,40,15.990001,3.757912,sst,30km,1999,avhrr
Nobusha,68,20.706618,2.410618,sst,30km,1999,avhrr
Shokanbetsu,15,20.380001,1.974931,sst,30km,1999,avhrr
Atsuta,70,21.757501,2.511713,sst,30km,1999,avhrr
Shakotan,133,21.151692,2.231834,sst,30km,1999,avhrr
Yobetsu,22,19.605683,1.268699,sst,30km,1999,avhrr
Furuu,35,20.260715,3.042246,sst,30km,1999,avhrr
Tomari,76,21.158882,2.497741,sst,30km,1999,avhrr
Chihase,12,19.381251,2.441143,sst,30km,1999,avhrr
Sukki,49,18.959695,1.359489,sst,30km,1999,avhrr
Toshibetsu,24,19.978126,3.087688,sst,30km,1999,avhrr
Futoro,12,18.956251,1.71659,sst,30km,1999,avhrr
Usubetsu,47,19.798405,2.309764,sst,30km,1999,avhrr
Kenichi,21,23.210715,2.039252,sst,30km,1999,avhrr
Toppu,17,23.810295,2.178742,sst,30km,1999,avhrr
Hime,1,22.575001,0,sst,30km,1999,avhrr
Ishizaki,53,22.661322,1.918803,sst,30km,1999,avhrr
Ookamotsu,55,21.230455,1.734481,sst,30km,1999,avhrr
Kokamotsu,7,21.139287,2.022192,sst,30km,1999,avhrr
Mogusa,8,18.646876,4.032416,sst,30km,1999,avhrr
Oyobe,39,21.053847,3.232391,sst,30km,1999,avhrr
Shiotomari,109,21.141056,2.977376,sst,30km,1999,avhrr
Haraki,51,21.204412,1.927362,sst,30km,1999,avhrr
Hidakahorobetsu,74,21.33142,3.047862,sst,30km,1999,avhrr
Nikanbetsu,54,21.82639,2.204139,sst,30km,1999,avhrr
Utabetsu,37,20.947298,1.563021,sst,30km,1999,avhrr
Nishibetsu,96,17.141407,2.687839,sst,30km,2000,avhrr
Onnebetsu,103,12.05534,4.988826,sst,30km,2000,avhrr
Okushibetsu,19,11.478948,4.494633,sst,30km,2000,avhrr
Yamubetsu,35,11.147143,4.471053,sst,30km,2000,avhrr
Horonai,87,16.202587,2.89116,sst,30km,2000,avhrr
Shimonaefutoro,103,14.283496,3.371134,sst,30km,2000,avhrr
Masuhoro,40,16.308751,1.951799,sst,30km,2000,avhrr
Nobusha,68,13.825368,2.62927,sst,30km,2000,avhrr
Shokanbetsu,15,17.380001,3.621133,sst,30km,2000,avhrr
Atsuta,70,19.547144,2.588289,sst,30km,2000,avhrr
Shakotan,133,17.668986,2.47484,sst,30km,2000,avhrr
Yobetsu,22,17.713637,1.558458,sst,30km,2000,avhrr
Furuu,35,18.426429,1.607549,sst,30km,2000,avhrr
Tomari,76,18.671053,3.035925,sst,30km,2000,avhrr
Chihase,12,18.362501,1.517348,sst,30km,2000,avhrr
Sukki,49,17.729082,1.032005,sst,30km,2000,avhrr
Toshibetsu,24,18.581251,1.270996,sst,30km,2000,avhrr
Futoro,12,19.487501,0.812307,sst,30km,2000,avhrr
Usubetsu,47,20.128724,1.504903,sst,30km,2000,avhrr
Kenichi,21,20.735715,1.753968,sst,30km,2000,avhrr
Toppu,17,19.288236,4.384793,sst,30km,2000,avhrr
Hime,1,12.750001,0,sst,30km,2000,avhrr
Ishizaki,53,19.085378,2.285457,sst,30km,2000,avhrr
Ookamotsu,55,18.180001,2.783504,sst,30km,2000,avhrr
Kokamotsu,7,17.914286,2.808369,sst,30km,2000,avhrr
Mogusa,8,19.059376,1.80641,sst,30km,2000,avhrr
Oyobe,39,19.223078,2.34573,sst,30km,2000,avhrr
Shiotomari,109,18.635092,4.22788,sst,30km,2000,avhrr
Haraki,51,20.379412,1.390811,sst,30km,2000,avhrr
Hidakahorobetsu,74,21.687163,0.979203,sst,30km,2000,avhrr
Nikanbetsu,54,22.26389,1.73502,sst,30km,2000,avhrr
Utabetsu,37,22.230406,1.361601,sst,30km,2000,avhrr
Nishibetsu,96,12.619532,2.808523,sst,30km,2001,avhrr
Onnebetsu,103,12.775486,3.643811,sst,30km,2001,avhrr
Okushibetsu,19,13.598685,2.484498,sst,30km,2001,avhrr
Yamubetsu,35,14.751429,2.618764,sst,30km,2001,avhrr
Horonai,87,16.332759,4.742799,sst,30km,2001,avhrr
Shimonaefutoro,103,18.132525,4.407932,sst,30km,2001,avhrr
Masuhoro,40,18.491251,3.457368,sst,30km,2001,avhrr
Nobusha,68,19.97978,3.308315,sst,30km,2001,avhrr
Shokanbetsu,15,20.370001,1.137035,sst,30km,2001,avhrr
Atsuta,70,20.363572,3.309016,sst,30km,2001,avhrr
Shakotan,133,20.919926,1.97958,sst,30km,2001,avhrr
Yobetsu,22,20.764774,0.526602,sst,30km,2001,avhrr
Furuu,35,20.832858,1.960446,sst,30km,2001,avhrr
Tomari,76,20.518422,2.093939,sst,30km,2001,avhrr
Chihase,12,20.650001,1.754459,sst,30km,2001,avhrr
Sukki,49,21.160715,1.191841,sst,30km,2001,avhrr
Toshibetsu,24,21.196876,0.93495,sst,30km,2001,avhrr
Futoro,12,20.881251,1.678855,sst,30km,2001,avhrr
Usubetsu,47,20.854788,1.239484,sst,30km,2001,avhrr
Kenichi,21,20.707143,1.369875,sst,30km,2001,avhrr
Toppu,17,17.810295,4.823869,sst,30km,2001,avhrr
Hime,1,7.8,0,sst,30km,2001,avhrr
Ishizaki,53,20.600944,3.026163,sst,30km,2001,avhrr
Ookamotsu,55,21.023183,2.097509,sst,30km,2001,avhrr
Kokamotsu,7,22.092858,1.228364,sst,30km,2001,avhrr
Mogusa,8,20.006251,2.20063,sst,30km,2001,avhrr
Oyobe,39,20.173078,3.994798,sst,30km,2001,avhrr
Shiotomari,109,19.327294,3.53129,sst,30km,2001,avhrr
Haraki,51,19.557354,2.559222,sst,30km,2001,avhrr
Hidakahorobetsu,74,19.304393,2.099161,sst,30km,2001,avhrr
Nikanbetsu,54,14.673612,4.120684,sst,30km,2001,avhrr
Utabetsu,37,13.956082,4.963323,sst,30km,2001,avhrr
Nishibetsu,96,7.596094,3.528135,sst,30km,2002,avhrr
Onnebetsu,103,7.491262,2.465157,sst,30km,2002,avhrr
Okushibetsu,19,5.482895,1.03406,sst,30km,2002,avhrr
Yamubetsu,35,7.542857,3.911246,sst,30km,2002,avhrr
Horonai,87,12.257759,3.550863,sst,30km,2002,avhrr
Shimonaefutoro,103,9.200243,2.982187,sst,30km,2002,avhrr
Masuhoro,40,12.594376,1.540459,sst,30km,2002,avhrr
Nobusha,68,16.683089,1.580421,sst,30km,2002,avhrr
Shokanbetsu,15,17.650001,2.065732,sst,30km,2002,avhrr
Atsuta,70,17.007858,2.93107,sst,30km,2002,avhrr
Shakotan,133,16.960151,1.697923,sst,30km,2002,avhrr
Yobetsu,22,16.650001,1.560157,sst,30km,2002,avhrr
Furuu,35,17.665715,2.383223,sst,30km,2002,avhrr
Tomari,76,16.932238,1.370506,sst,30km,2002,avhrr
Chihase,12,15.800001,1.502914,sst,30km,2002,avhrr
Sukki,49,15.514286,1.21152,sst,30km,2002,avhrr
Toshibetsu,24,16.890626,1.620905,sst,30km,2002,avhrr
Futoro,12,15.800001,2.764225,sst,30km,2002,avhrr
Usubetsu,47,16.217554,2.629952,sst,30km,2002,avhrr
Kenichi,21,17.425001,3.166736,sst,30km,2002,avhrr
Toppu,17,17.836766,1.870182,sst,30km,2002,avhrr
Hime,1,17.550001,0,sst,30km,2002,avhrr
Ishizaki,53,16.829718,1.38196,sst,30km,2002,avhrr
Ookamotsu,55,18.226364,2.817064,sst,30km,2002,avhrr
Kokamotsu,7,16.392858,3.282141,sst,30km,2002,avhrr
Mogusa,8,16.612501,4.112538,sst,30km,2002,avhrr
Oyobe,39,16.634616,3.666422,sst,30km,2002,avhrr
Shiotomari,109,17.16468,3.519227,sst,30km,2002,avhrr
Haraki,51,17.864707,2.973635,sst,30km,2002,avhrr
Hidakahorobetsu,74,15.923311,4.518037,sst,30km,2002,avhrr
Nikanbetsu,54,15.048612,4.280191,sst,30km,2002,avhrr
Utabetsu,37,17.053379,2.157656,sst,30km,2002,avhrr
Nishibetsu,91,10.632693,2.810757,sst,30km,2003,avhrr
Onnebetsu,100,8.05875,3.139561,sst,30km,2003,avhrr
Okushibetsu,19,8.475,2.760185,sst,30km,2003,avhrr
Yamubetsu,35,7.77,3.728605,sst,30km,2003,avhrr
Horonai,76,8.894408,2.837642,sst,30km,2003,avhrr
Shimonaefutoro,85,11.775,5.889932,sst,30km,2003,avhrr
Masuhoro,37,17.744595,3.641169,sst,30km,2003,avhrr
Nobusha,59,16.749153,2.970826,sst,30km,2003,avhrr
Shokanbetsu,15,18.050001,2.226993,sst,30km,2003,avhrr
Atsuta,64,18.519141,2.135703,sst,30km,2003,avhrr
Shakotan,127,17.969883,2.562411,sst,30km,2003,avhrr
Yobetsu,22,18.446592,1.053277,sst,30km,2003,avhrr
Furuu,34,16.947795,3.54664,sst,30km,2003,avhrr
Tomari,74,19.30946,2.666008,sst,30km,2003,avhrr
Chihase,10,20.490001,0.824864,sst,30km,2003,avhrr
Sukki,43,19.604652,1.332949,sst,30km,2003,avhrr
Toshibetsu,23,19.34674,2.159198,sst,30km,2003,avhrr
Futoro,11,19.39091,1.523799,sst,30km,2003,avhrr
Usubetsu,47,18.532979,2.889255,sst,30km,2003,avhrr
Kenichi,20,17.647501,3.06915,sst,30km,2003,avhrr
Toppu,14,19.141072,3.171379,sst,30km,2003,avhrr
Hime,1,20.700001,0,sst,30km,2003,avhrr
Ishizaki,47,20.886703,1.771305,sst,30km,2003,avhrr
Ookamotsu,50,20.388001,2.989796,sst,30km,2003,avhrr
Kokamotsu,7,21.707144,1.305121,sst,30km,2003,avhrr
Mogusa,7,15.107143,6.375675,sst,30km,2003,avhrr
Oyobe,30,18.467501,5.884217,sst,30km,2003,avhrr
Shiotomari,94,19.041224,3.111079,sst,30km,2003,avhrr
Haraki,51,20.477942,0.833573,sst,30km,2003,avhrr
Hidakahorobetsu,72,19.211459,2.432645,sst,30km,2003,avhrr
Nikanbetsu,50,16.611001,3.815407,sst,30km,2003,avhrr
Utabetsu,37,16.037838,3.558225,sst,30km,2003,avhrr
Nishibetsu,102,12.755245,3.021988,sst,30km,2003,modis
Onnebetsu,125,12.7032,2.136527,sst,30km,2003,modis
Okushibetsu,18,12.914166,0.826583,sst,30km,2003,modis
Yamubetsu,34,12.802941,2.601577,sst,30km,2003,modis
Horonai,105,14.690381,2.47624,sst,30km,2003,modis
Shimonaefutoro,121,16.002892,1.408099,sst,30km,2003,modis
Masuhoro,53,16.804434,0.889278,sst,30km,2003,modis
Nobusha,85,17.735353,0.730637,sst,30km,2003,modis
Shokanbetsu,14,17.988214,0.289054,sst,30km,2003,modis
Atsuta,77,18.071233,0.574193,sst,30km,2003,modis
Shakotan,147,17.955204,0.599543,sst,30km,2003,modis
Yobetsu,22,17.602045,0.310555,sst,30km,2003,modis
Furuu,43,18.213488,0.65463,sst,30km,2003,modis
Tomari,98,18.191785,0.657198,sst,30km,2003,modis
Chihase,12,18.141666,0.259297,sst,30km,2003,modis
Sukki,61,18.360491,0.393518,sst,30km,2003,modis
Toshibetsu,35,18.272571,0.499449,sst,30km,2003,modis
Futoro,12,18.467083,0.562392,sst,30km,2003,modis
Usubetsu,53,18.391981,0.662555,sst,30km,2003,modis
Kenichi,26,18.133077,1.056841,sst,30km,2003,modis
Toppu,18,18.838333,0.339039,sst,30km,2003,modis
Hime,4,19.472499,0.811769,sst,30km,2003,modis
Ishizaki,69,19.257971,0.604885,sst,30km,2003,modis
Ookamotsu,63,19.524206,1.213352,sst,30km,2003,modis
Kokamotsu,6,20.093333,0.346358,sst,30km,2003,modis
Mogusa,12,19.529166,1.26524,sst,30km,2003,modis
Oyobe,44,19.372272,0.696092,sst,30km,2003,modis
Shiotomari,116,18.003491,1.105315,sst,30km,2003,modis
Haraki,60,17.453416,1.142967,sst,30km,2003,modis
Hidakahorobetsu,88,16.187102,1.0512,sst,30km,2003,modis
Nikanbetsu,56,13.393928,1.959605,sst,30km,2003,modis
Utabetsu,39,12.040384,1.762937,sst,30km,2003,modis
Nishibetsu,111,16.129774,1.833492,sst,30km,2004,modis
Onnebetsu,124,16.981209,0.740821,sst,30km,2004,modis
Okushibetsu,18,17.468055,0.722417,sst,30km,2004,modis
Yamubetsu,34,16.845294,1.007872,sst,30km,2004,modis
Horonai,104,17.497307,1.325201,sst,30km,2004,modis
Shimonaefutoro,121,17.21157,1.105391,sst,30km,2004,modis
Masuhoro,52,17.588365,1.090913,sst,30km,2004,modis
Nobusha,86,19.308372,0.57046,sst,30km,2004,modis
Shokanbetsu,14,19.454642,0.522417,sst,30km,2004,modis
Atsuta,81,19.139876,1.389601,sst,30km,2004,modis
Shakotan,147,19.446904,0.529423,sst,30km,2004,modis
Yobetsu,22,19.289318,0.279997,sst,30km,2004,modis
Furuu,45,19.459222,1.541455,sst,30km,2004,modis
Tomari,98,19.932908,0.97502,sst,30km,2004,modis
Chihase,13,19.14923,1.902519,sst,30km,2004,modis
Sukki,61,19.960081,0.542366,sst,30km,2004,modis
Toshibetsu,35,19.950714,0.62236,sst,30km,2004,modis
Futoro,12,19.687083,0.379723,sst,30km,2004,modis
Usubetsu,54,19.460277,0.635147,sst,30km,2004,modis
Kenichi,26,20.472115,1.11605,sst,30km,2004,modis
Toppu,18,19.682777,0.414244,sst,30km,2004,modis
Hime,4,20.52125,0.81379,sst,30km,2004,modis
Ishizaki,67,20.259626,0.647685,sst,30km,2004,modis
Ookamotsu,63,20.183254,0.765957,sst,30km,2004,modis
Kokamotsu,6,19.931666,0.194501,sst,30km,2004,modis
Mogusa,12,19.677916,0.872872,sst,30km,2004,modis
Oyobe,45,20.464,0.880379,sst,30km,2004,modis
Shiotomari,120,19.309916,1.299631,sst,30km,2004,modis
Haraki,60,19.279333,0.816891,sst,30km,2004,modis
Hidakahorobetsu,92,18.341087,1.190364,sst,30km,2004,modis
Nikanbetsu,56,15.5475,1.94541,sst,30km,2004,modis
Utabetsu,39,14.38641,1.97553,sst,30km,2004,modis
Nishibetsu,109,16.214082,1.566043,sst,30km,2005,modis
Onnebetsu,124,15.675161,1.082364,sst,30km,2005,modis
Okushibetsu,18,16.102777,0.966415,sst,30km,2005,modis
Yamubetsu,35,15.647714,1.344137,sst,30km,2005,modis
Horonai,105,16.535476,1.516912,sst,30km,2005,modis
Shimonaefutoro,121,17.672396,1.042083,sst,30km,2005,modis
Masuhoro,52,18.310865,0.805141,sst,30km,2005,modis
Nobusha,87,18.783275,1.107875,sst,30km,2005,modis
Shokanbetsu,14,18.687857,0.566464,sst,30km,2005,modis
Atsuta,77,19.80961,0.676424,sst,30km,2005,modis
Shakotan,151,19.183807,1.046917,sst,30km,2005,modis
Yobetsu,22,19.106363,0.256356,sst,30km,2005,modis
Furuu,45,20.057555,0.763268,sst,30km,2005,modis
Tomari,98,20.372244,0.562993,sst,30km,2005,modis
Chihase,13,20.266153,0.474703,sst,30km,2005,modis
Sukki,61,20.410737,0.470939,sst,30km,2005,modis
Toshibetsu,36,21.045833,0.556614,sst,30km,2005,modis
Futoro,12,21.032083,0.705973,sst,30km,2005,modis
Usubetsu,54,21.005555,0.478078,sst,30km,2005,modis
Kenichi,26,20.573846,1.206831,sst,30km,2005,modis
Toppu,18,21.249444,0.35575,sst,30km,2005,modis
Hime,4,21.395,0.273267,sst,30km,2005,modis
Ishizaki,67,21.99485,0.934435,sst,30km,2005,modis
Ookamotsu,63,21.830476,1.1517,sst,30km,2005,modis
Kokamotsu,6,22.328333,0.315946,sst,30km,2005,modis
Mogusa,12,21.619583,1.374851,sst,30km,2005,modis
Oyobe,44,21.469886,1.378351,sst,30km,2005,modis
Shiotomari,120,19.591375,1.051089,sst,30km,2005,modis
Haraki,60,19.002583,1.062936,sst,30km,2005,modis
Hidakahorobetsu,90,17.569722,1.473207,sst,30km,2005,modis
Nikanbetsu,56,14.421071,2.13666,sst,30km,2005,modis
Utabetsu,39,13.307436,1.227182,sst,30km,2005,modis
Nishibetsu,111,14.851486,1.80584,sst,30km,2006,modis
Onnebetsu,123,17.654105,0.731463,sst,30km,2006,modis
Okushibetsu,18,18.325,0.459677,sst,30km,2006,modis
Yamubetsu,37,17.850946,1.849057,sst,30km,2006,modis
Horonai,105,17.766095,1.08169,sst,30km,2006,modis
Shimonaefutoro,124,18.02875,0.943467,sst,30km,2006,modis
Masuhoro,53,18.400188,0.95054,sst,30km,2006,modis
Nobusha,85,19.845411,0.766629,sst,30km,2006,modis
Shokanbetsu,14,19.801785,0.467461,sst,30km,2006,modis
Atsuta,79,19.877025,1.15647,sst,30km,2006,modis
Shakotan,147,20.272244,0.440466,sst,30km,2006,modis
Yobetsu,22,20.819545,0.38168,sst,30km,2006,modis
Furuu,45,20.086333,0.505959,sst,30km,2006,modis
Tomari,98,20.115765,0.843079,sst,30km,2006,modis
Chihase,13,19.696923,0.27565,sst,30km,2006,modis
Sukki,61,19.971721,0.482944,sst,30km,2006,modis
Toshibetsu,35,20.963857,0.636636,sst,30km,2006,modis
Futoro,12,21.092916,0.592088,sst,30km,2006,modis
Usubetsu,54,21.415555,0.439905,sst,30km,2006,modis
Kenichi,26,20.966153,1.084076,sst,30km,2006,modis
Toppu,18,21.202778,0.348187,sst,30km,2006,modis
Hime,4,21.261249,0.322265,sst,30km,2006,modis
Ishizaki,67,21.885746,0.667556,sst,30km,2006,modis
Ookamotsu,64,21.485078,0.698665,sst,30km,2006,modis
Kokamotsu,7,21.533571,0.514391,sst,30km,2006,modis
Mogusa,12,21.157499,0.812187,sst,30km,2006,modis
Oyobe,44,21.090227,0.837225,sst,30km,2006,modis
Shiotomari,120,19.321583,1.144633,sst,30km,2006,modis
Haraki,60,18.708916,1.026674,sst,30km,2006,modis
Hidakahorobetsu,91,17.243956,1.516681,sst,30km,2006,modis
Nikanbetsu,59,16.703898,1.640885,sst,30km,2006,modis
Utabetsu,39,15.281153,1.098964,sst,30km,2006,modis
Nishibetsu,99,13.911565,2.028597,sst,30km,2007,modis
Onnebetsu,123,17.739309,0.959323,sst,30km,2007,modis
Okushibetsu,18,18.088055,0.354648,sst,30km,2007,modis
Yamubetsu,40,17.440125,1.717876,sst,30km,2007,modis
Horonai,104,17.619038,1.20609,sst,30km,2007,modis
Shimonaefutoro,122,17.119918,1.265971,sst,30km,2007,modis
Masuhoro,53,17.855566,0.872769,sst,30km,2007,modis
Nobusha,85,20.091823,0.628276,sst,30km,2007,modis
Shokanbetsu,14,19.751428,0.885049,sst,30km,2007,modis
Atsuta,77,20.789415,0.810857,sst,30km,2007,modis
Shakotan,148,19.476418,0.703335,sst,30km,2007,modis
Yobetsu,22,19.228181,0.423279,sst,30km,2007,modis
Furuu,46,19.739565,1.494683,sst,30km,2007,modis
Tomari,99,19.511212,1.40309,sst,30km,2007,modis
Chihase,13,19.638076,1.693696,sst,30km,2007,modis
Sukki,61,18.726475,0.663674,sst,30km,2007,modis
Toshibetsu,35,19.037857,0.984187,sst,30km,2007,modis
Futoro,12,19.844999,0.657239,sst,30km,2007,modis
Usubetsu,54,19.143981,1.161978,sst,30km,2007,modis
Kenichi,23,19.551956,0.880585,sst,30km,2007,modis
Toppu,18,19.472222,0.709863,sst,30km,2007,modis
Hime,4,20.02375,0.938046,sst,30km,2007,modis
Ishizaki,69,20.308985,1.05436,sst,30km,2007,modis
Ookamotsu,62,19.826048,1.27957,sst,30km,2007,modis
Kokamotsu,7,20.247857,0.186526,sst,30km,2007,modis
Mogusa,12,19.819166,1.279505,sst,30km,2007,modis
Oyobe,44,19.720568,1.183561,sst,30km,2007,modis
Shiotomari,119,18.922226,1.388589,sst,30km,2007,modis
Haraki,58,18.954827,0.685689,sst,30km,2007,modis
Hidakahorobetsu,88,17.577613,1.051578,sst,30km,2007,modis
Nikanbetsu,57,14.970351,2.092927,sst,30km,2007,modis
Utabetsu,39,14.290897,1.293292,sst,30km,2007,modis
Nishibetsu,110,15.074136,1.449487,sst,30km,2008,modis
Onnebetsu,123,15.633049,1.390039,sst,30km,2008,modis
Okushibetsu,18,15.949999,0.760955,sst,30km,2008,modis
Yamubetsu,40,15.482625,1.651739,sst,30km,2008,modis
Horonai,104,16.694086,0.860442,sst,30km,2008,modis
Shimonaefutoro,121,17.116239,1.382627,sst,30km,2008,modis
Masuhoro,53,18.564433,1.003268,sst,30km,2008,modis
Nobusha,85,19.113823,0.596072,sst,30km,2008,modis
Shokanbetsu,14,19.303571,0.689691,sst,30km,2008,modis
Atsuta,78,19.45032,0.532796,sst,30km,2008,modis
Shakotan,149,19.092349,0.603162,sst,30km,2008,modis
Yobetsu,22,19.709772,0.311172,sst,30km,2008,modis
Furuu,45,19.555555,0.758007,sst,30km,2008,modis
Tomari,98,18.917499,0.822996,sst,30km,2008,modis
Chihase,13,18.846923,0.549705,sst,30km,2008,modis
Sukki,61,18.892705,0.500232,sst,30km,2008,modis
Toshibetsu,35,19.046142,0.77215,sst,30km,2008,modis
Futoro,12,19.294583,0.98067,sst,30km,2008,modis
Usubetsu,54,19.169999,0.870097,sst,30km,2008,modis
Kenichi,28,19.184464,0.869185,sst,30km,2008,modis
Toppu,18,19.168888,0.77527,sst,30km,2008,modis
Hime,4,19.45125,0.494626,sst,30km,2008,modis
Ishizaki,67,20.063806,1.045442,sst,30km,2008,modis
Ookamotsu,63,19.886349,1.78244,sst,30km,2008,modis
Kokamotsu,6,20.3625,0.190782,sst,30km,2008,modis
Mogusa,12,20.13125,0.889511,sst,30km,2008,modis
Oyobe,45,20.69,1.285685,sst,30km,2008,modis
Shiotomari,117,18.815171,1.429892,sst,30km,2008,modis
Haraki,58,17.858275,0.841111,sst,30km,2008,modis
Hidakahorobetsu,91,15.072582,1.681527,sst,30km,2008,modis
Nikanbetsu,56,12.793928,1.796784,sst,30km,2008,modis
Utabetsu,39,12.159359,1.002533,sst,30km,2008,modis
Nishibetsu,98,13.925408,1.824031,sst,30km,2009,modis
Onnebetsu,123,16.394146,1.27622,sst,30km,2009,modis
Okushibetsu,18,17.053333,0.564567,sst,30km,2009,modis
Yamubetsu,38,16.242368,1.18697,sst,30km,2009,modis
Horonai,101,16.012376,2.158607,sst,30km,2009,modis
Shimonaefutoro,123,15.680975,1.942217,sst,30km,2009,modis
Masuhoro,53,16.849339,1.344925,sst,30km,2009,modis
Nobusha,85,18.101647,0.961467,sst,30km,2009,modis
Shokanbetsu,14,18.185357,0.473318,sst,30km,2009,modis
Atsuta,77,18.405779,0.703526,sst,30km,2009,modis
Shakotan,147,17.700306,0.675533,sst,30km,2009,modis
Yobetsu,22,17.315227,0.287246,sst,30km,2009,modis
Furuu,45,18.339555,1.027573,sst,30km,2009,modis
Tomari,97,18.134536,0.913365,sst,30km,2009,modis
Chihase,13,18.219615,0.850628,sst,30km,2009,modis
Sukki,61,18.083196,0.692753,sst,30km,2009,modis
Toshibetsu,35,18.210142,0.915411,sst,30km,2009,modis
Futoro,12,18.315,1.008043,sst,30km,2009,modis
Usubetsu,54,19.159629,0.720216,sst,30km,2009,modis
Kenichi,27,19.45537,1.320904,sst,30km,2009,modis
Toppu,19,19.77,0.998748,sst,30km,2009,modis
Hime,4,20.497499,1.035704,sst,30km,2009,modis
Ishizaki,69,20.021014,0.690219,sst,30km,2009,modis
Ookamotsu,63,19.85373,0.840301,sst,30km,2009,modis
Kokamotsu,6,19.566666,0.15871,sst,30km,2009,modis
Mogusa,12,19.204999,0.912803,sst,30km,2009,modis
Oyobe,44,18.886818,1.746107,sst,30km,2009,modis
Shiotomari,119,18.443067,1.467838,sst,30km,2009,modis
Haraki,58,16.659569,1.680264,sst,30km,2009,modis
Hidakahorobetsu,89,10.844719,1.540396,sst,30km,2009,modis
Nikanbetsu,56,11.29366,2.283094,sst,30km,2009,modis
Utabetsu,39,10.379359,0.935499,sst,30km,2009,modis
Nishibetsu,110,16.878909,1.381239,sst,30km,2010,modis
Onnebetsu,127,16.956417,1.105305,sst,30km,2010,modis
Okushibetsu,18,16.169722,0.44373,sst,30km,2010,modis
Yamubetsu,40,16.854625,2.441413,sst,30km,2010,modis
Horonai,106,18.460896,1.239095,sst,30km,2010,modis
Shimonaefutoro,121,19.704132,1.526267,sst,30km,2010,modis
Masuhoro,52,20.554519,1.001271,sst,30km,2010,modis
Nobusha,84,20.15988,0.942621,sst,30km,2010,modis
Shokanbetsu,14,19.95,1.06636,sst,30km,2010,modis
Atsuta,79,20.578037,1.15319,sst,30km,2010,modis
Shakotan,149,20.563154,0.608485,sst,30km,2010,modis
Yobetsu,22,20.733409,0.631334,sst,30km,2010,modis
Furuu,43,20.503953,0.603245,sst,30km,2010,modis
Tomari,98,20.497499,0.823841,sst,30km,2010,modis
Chihase,13,20.277691,0.505347,sst,30km,2010,modis
Sukki,61,20.800327,0.62506,sst,30km,2010,modis
Toshibetsu,35,20.957285,0.576814,sst,30km,2010,modis
Futoro,12,21.107916,0.444716,sst,30km,2010,modis
Usubetsu,54,21.894166,0.728212,sst,30km,2010,modis
Kenichi,26,22.125769,1.391145,sst,30km,2010,modis
Toppu,18,21.310277,1.197574,sst,30km,2010,modis
Hime,4,21.55625,0.377001,sst,30km,2010,modis
Ishizaki,67,22.300895,0.632172,sst,30km,2010,modis
Ookamotsu,61,23.130819,0.502924,sst,30km,2010,modis
Kokamotsu,6,23.121666,0.372622,sst,30km,2010,modis
Mogusa,12,23.472916,0.640551,sst,30km,2010,modis
Oyobe,44,23.664772,0.888907,sst,30km,2010,modis
Shiotomari,120,22.083541,1.842338,sst,30km,2010,modis
Haraki,58,20.833879,1.893752,sst,30km,2010,modis
Hidakahorobetsu,94,17.400904,1.030778,sst,30km,2010,modis
Nikanbetsu,57,15.925701,0.984461,sst,30km,2010,modis
Utabetsu,39,16.236153,1.080543,sst,30km,2010,modis
Nishibetsu,110,15.821091,2.393142,sst,30km,2011,modis
Onnebetsu,123,17.955081,0.987279,sst,30km,2011,modis
Okushibetsu,18,18.173055,0.776808,sst,30km,2011,modis
Yamubetsu,37,18.58054,1.2134,sst,30km,2011,modis
Horonai,103,17.031262,1.306251,sst,30km,2011,modis
Shimonaefutoro,124,16.871048,1.738675,sst,30km,2011,modis
Masuhoro,53,18.288113,1.019979,sst,30km,2011,modis
Nobusha,87,20.359195,0.802738,sst,30km,2011,modis
Shokanbetsu,14,20.183214,0.50828,sst,30km,2011,modis
Atsuta,77,20.295454,0.981071,sst,30km,2011,modis
Shakotan,149,19.942852,0.766648,sst,30km,2011,modis
Yobetsu,22,19.790227,0.369682,sst,30km,2011,modis
Furuu,45,20.229,0.704485,sst,30km,2011,modis
Tomari,97,20.039432,0.946256,sst,30km,2011,modis
Chihase,12,19.059583,0.711534,sst,30km,2011,modis
Sukki,61,18.994754,1.055048,sst,30km,2011,modis
Toshibetsu,35,19.790285,1.408992,sst,30km,2011,modis
Futoro,12,19.6775,1.540873,sst,30km,2011,modis
Usubetsu,54,19.454907,1.124308,sst,30km,2011,modis
Kenichi,26,18.809615,3.197137,sst,30km,2011,modis
Toppu,19,19.502631,0.988592,sst,30km,2011,modis
Hime,4,19.44875,1.040735,sst,30km,2011,modis
Ishizaki,65,19.131846,0.989084,sst,30km,2011,modis
Ookamotsu,63,19.136507,1.488137,sst,30km,2011,modis
Kokamotsu,6,18.9875,0.707947,sst,30km,2011,modis
Mogusa,12,18.871666,1.478495,sst,30km,2011,modis
Oyobe,44,19.399318,1.397186,sst,30km,2011,modis
Shiotomari,117,18.295726,1.673491,sst,30km,2011,modis
